activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1720285,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '11.84', 'le': '0.31', 'lle': '1.28', 'sei': '11.51'}",CHEMBL118596,,CHEMBL118596,4.30,False,http://www.openphacts.org/units/Nanomolar,491288,=,1,True,=,,IC50,nM,,50000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,50.0
,1720621,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL208732,,CHEMBL208732,,False,http://www.openphacts.org/units/Nanomolar,491910,=,1,True,=,,IC50,nM,,331131121482590.75,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,5.52
,1720622,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '11.67', 'le': '0.25', 'lle': '-0.78', 'sei': '8.15'}",CHEMBL208732,,CHEMBL208732,5.52,False,http://www.openphacts.org/units/Nanomolar,491910,=,1,True,=,,IC50,nM,,3000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,3.0
,1720623,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210146,,CHEMBL210146,,False,http://www.openphacts.org/units/Nanomolar,491937,=,1,True,=,,IC50,nM,,3311311214825.91,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.52
,1720624,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210146,,CHEMBL210146,,False,http://www.openphacts.org/units/Nanomolar,491937,=,1,True,=,,IC50,nM,,300000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,300.0
,1720625,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207458,,CHEMBL207458,,False,http://www.openphacts.org/units/Nanomolar,491936,=,1,True,=,,IC50,nM,,3981071705534.97,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.6
,1720626,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207458,,CHEMBL207458,,False,http://www.openphacts.org/units/Nanomolar,491936,=,1,True,=,,IC50,nM,,250000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,250.0
,1720627,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207484,,CHEMBL207484,,False,http://www.openphacts.org/units/Nanomolar,491935,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720628,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207484,,CHEMBL207484,,False,http://www.openphacts.org/units/Nanomolar,491935,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720629,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207207,,CHEMBL207207,,False,http://www.openphacts.org/units/Nanomolar,491934,=,1,True,=,,IC50,nM,,10000000000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.0
,1720630,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.95', 'le': '0.20', 'lle': '-0.67', 'sei': '4.74'}",CHEMBL207207,,CHEMBL207207,4.00,False,http://www.openphacts.org/units/Nanomolar,491934,=,1,True,=,,IC50,nM,,100000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,100.0
,1720631,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210487,,CHEMBL210487,,False,http://www.openphacts.org/units/Nanomolar,491933,=,1,True,=,,IC50,nM,,16595869074375.56,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.22
,1720632,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.13', 'le': '0.17', 'lle': '-0.22', 'sei': '3.37'}",CHEMBL210487,,CHEMBL210487,4.22,False,http://www.openphacts.org/units/Nanomolar,491933,=,1,True,=,,IC50,nM,,60000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,60.0
,1720633,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL380470,,CHEMBL380470,,False,http://www.openphacts.org/units/Nanomolar,491932,=,1,True,=,,IC50,nM,,21877616239495.52,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.34
,1720634,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '10.94', 'le': '0.21', 'lle': '0.75', 'sei': '4.65'}",CHEMBL380470,,CHEMBL380470,4.35,False,http://www.openphacts.org/units/Nanomolar,491932,=,1,True,=,,IC50,nM,,45000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,45.0
,1720635,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210612,,CHEMBL210612,,False,http://www.openphacts.org/units/Nanomolar,491931,=,1,True,=,,IC50,nM,,24547089156850.34,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.39
,1720636,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '11.90', 'le': '0.24', 'lle': '-0.66', 'sei': '8.01'}",CHEMBL210612,,CHEMBL210612,4.40,False,http://www.openphacts.org/units/Nanomolar,491931,=,1,True,=,,IC50,nM,,40000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,40.0
,1720637,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL209667,,CHEMBL209667,,False,http://www.openphacts.org/units/Nanomolar,491930,=,1,True,=,,IC50,nM,,66069344800759.64,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.82
,1720638,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '10.55', 'le': '0.22', 'lle': '-1.02', 'sei': '5.96'}",CHEMBL209667,,CHEMBL209667,4.82,False,http://www.openphacts.org/units/Nanomolar,491930,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1720639,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210097,,CHEMBL210097,,False,http://www.openphacts.org/units/Nanomolar,491929,=,1,True,=,,IC50,nM,,66069344800759.64,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.82
,1720640,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.18', 'le': '0.19', 'lle': '-2.04', 'sei': '5.96'}",CHEMBL210097,,CHEMBL210097,4.82,False,http://www.openphacts.org/units/Nanomolar,491929,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1720641,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL378674,,CHEMBL378674,,False,http://www.openphacts.org/units/Nanomolar,491928,=,1,True,=,,IC50,nM,,83176377110267.1,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.92
